attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,attention_label,relaxation_label
61,38,11747,32029,10533,5357,13960,11376,3533,2821,39,41.6080187,Medium,Medium
75,57,129265,42809,16181,16060,15998,16996,2461,1947,0,41.6782992,High,Medium
75,57,129265,42809,16181,16060,15998,16996,2461,1947,109,42.5785341,High,Medium
78,80,1263546,165852,79494,186461,130038,39378,26332,7654,0,42.6974403,High,High
78,80,1263546,165852,79494,186461,130038,39378,26332,7654,68,43.5327436,High,High
83,70,808179,6810,3455,4458,3341,4281,1053,270,0,43.7000184,High,High
83,70,808179,6810,3455,4458,3341,4281,1053,270,59,44.0365635,High,High
83,70,808179,6810,3455,4458,3341,4281,1053,270,74,44.4799546,High,High
83,70,416673,38439,5797,4386,6164,4136,1628,337,0,44.6926223,High,High
83,70,416673,38439,5797,4386,6164,4136,1628,337,52,46.0334703,High,High
83,70,416673,38439,5797,4386,6164,4136,1628,337,0,46.6918587,High,High
83,70,416673,38439,5797,4386,6164,4136,1628,337,0,46.692022,High,High
44,63,883833,86527,16611,26476,13225,9059,16381,6471,0,46.692784,Medium,Medium
44,63,883833,86527,16611,26476,13225,9059,16381,6471,40,47.5930099,Medium,Medium
44,61,732483,71039,40008,21990,18767,11420,2744,2990,0,47.7303091,Medium,Medium
44,61,732483,71039,40008,21990,18767,11420,2744,2990,50,48.1030412,Medium,Medium
34,57,1164521,33442,13476,3559,3924,4134,899,323,0,48.6773693,Medium,Medium
34,57,1514583,139675,14291,18987,46191,30327,2104,1705,0,49.7093544,Medium,Medium
44,64,1241984,235767,9672,64232,38297,15809,4155,1168,0,50.6845206,Medium,Medium
50,64,1140836,147041,38119,39729,26165,28637,6593,1860,0,51.6872307,Medium,Medium
50,64,778531,32484,2263,5634,7187,8080,958,689,0,52.6899735,Medium,Medium
50,64,236,112,16,17,26,8,4,2,0,53.6764648,Medium,Medium
43,43,1760231,980329,26800,48919,47213,41152,20949,23259,0,54.6921683,Medium,Medium
51,47,1156123,104906,110400,47699,104361,57771,42649,7182,0,55.7051297,Medium,Medium
51,47,1156123,104906,110400,47699,104361,57771,42649,7182,0,56.6684645,Medium,Medium
51,47,1156123,104906,110400,47699,104361,57771,42649,7182,0,56.6686163,Medium,Medium
67,50,1984876,118798,66444,41859,64207,70419,20053,6613,0,56.7006378,High,Medium
67,50,1984876,118798,66444,41859,64207,70419,20053,6613,63,56.7656376,High,Medium
67,50,1984876,118798,66444,41859,64207,70419,20053,6613,76,57.0866381,High,Medium
67,50,1984876,118798,66444,41859,64207,70419,20053,6613,53,57.2833283,High,Medium
67,50,1984876,118798,66444,41859,64207,70419,20053,6613,55,57.563372,High,Medium
66,50,473694,68233,28554,10937,24709,10305,5746,1414,0,57.6909117,Medium,Medium
66,50,473694,68233,28554,10937,24709,10305,5746,1414,54,57.6910236,Medium,Medium
66,50,473694,68233,28554,10937,24709,10305,5746,1414,89,57.8743314,Medium,Medium
70,60,2013427,81504,53736,36999,40534,96893,14742,6320,0,59.692635900000006,High,Medium
70,44,136826,208673,15707,18329,27872,53092,50756,9558,0,60.6775451,High,Medium
57,50,680249,347782,242031,57872,40145,56510,24339,16838,0,61.6898167,Medium,Medium
56,44,131290,336536,71415,24152,38978,34225,4048,5097,0,62.6888824,Medium,Medium
56,44,131290,336536,71415,24152,38978,34225,4048,5097,115,62.7916553,Medium,Medium
56,44,131290,336536,71415,24152,38978,34225,4048,5097,94,63.2959511,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,0,63.6915058,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,75,64.078181,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,95,65.0814929,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,100,65.798757,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,146,66.0283287,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,0,66.7004828,Medium,Medium
61,47,188561,215393,16108,38859,18920,28162,21015,8116,0,66.7006245,Medium,Medium
84,64,1738068,104081,42546,94503,221132,104806,70139,12591,0,66.70116569999999,High,Medium
84,64,1738068,104081,42546,94503,221132,104806,70139,12591,115,66.8579748,High,Medium
84,64,1738068,104081,42546,94503,221132,104806,70139,12591,100,67.0126349,High,Medium
84,64,545627,233213,83025,133881,61951,51356,28572,5865,0,67.71460490000001,High,Medium
84,64,545627,233213,83025,133881,61951,51356,28572,5865,168,68.3754313,High,Medium
84,64,1574323,397060,177491,279936,168237,135889,43422,44203,0,68.6790799,High,Medium
84,64,637782,89610,7170,20728,22802,37022,10323,3379,0,69.6953139,High,Medium
84,64,1345177,43821,18059,5678,10756,12790,14906,5493,0,70.680542,High,Medium
84,64,113646,65041,5929,9055,9449,6527,2200,1314,0,71.68257270000001,High,Medium
81,60,1057553,350163,23645,25528,56292,28469,12056,2701,0,72.72344229999999,High,Medium
77,50,238325,54902,14377,2849,11628,9467,3021,1972,0,73.6903681,High,Medium
64,43,226359,129558,23340,26726,18051,9342,12723,3489,0,74.69121870000001,Medium,Medium
44,47,1942834,27878,6574,9845,8107,2159,1914,394,0,75.69055599999999,Medium,Medium
44,47,1942834,27878,6574,9845,8107,2159,1914,394,0,76.6804754,Medium,Medium
44,47,1942834,27878,6574,9845,8107,2159,1914,394,0,76.680859,Medium,Medium
48,60,92777,106548,11244,52059,7686,14683,10338,3535,0,76.68108849999999,Medium,Medium
48,60,92777,106548,11244,52059,7686,14683,10338,3535,40,76.9744143,Medium,Medium
48,60,92777,106548,11244,52059,7686,14683,10338,3535,103,77.33687219999999,Medium,Medium
34,60,370716,118000,16678,13840,7326,4856,3074,542,0,77.7054421,Medium,Medium
34,61,1162409,125693,34503,20935,20757,10913,13022,1538,0,78.7045071,Medium,Medium
43,54,91749,113700,16378,22275,33310,22612,4259,1539,0,79.6956802,Medium,Medium
47,47,43169,67646,9424,6197,3497,10187,1278,800,0,80.68814739999999,Medium,Medium
56,48,544145,116509,22500,24209,35147,13332,4139,5132,0,81.7208597,Medium,Medium
64,60,123283,41502,47423,44797,17488,20739,5889,1770,0,82.69818369999999,Medium,Medium
66,69,184275,20301,19067,5868,6257,7340,1483,711,0,83.7173153,Medium,High
66,69,184275,20301,19067,5868,6257,7340,1483,711,82,84.1701501,Medium,High
66,69,184275,20301,19067,5868,6257,7340,1483,711,255,84.53602409999999,Medium,High
66,69,1896379,157408,76518,130349,105836,31826,45252,19395,0,84.683651,Medium,High
66,69,874269,726909,499464,505403,511993,410258,41882,23729,0,85.68817250000001,Medium,High
66,69,874269,726909,499464,505403,511993,410258,41882,23729,0,86.6714824,Medium,High
66,69,874269,726909,499464,505403,511993,410258,41882,23729,0,86.67166230000001,Medium,High
66,69,654905,41273,41360,97471,110029,32025,30717,19199,0,86.7020478,Medium,High
66,69,844563,63389,43816,46057,24276,56405,19070,3699,0,87.686091,Medium,High
66,69,27443,21731,6566,1916,6176,8443,5550,2624,0,88.6922424,Medium,High
66,69,336891,34868,6273,3907,14244,3263,4989,3286,0,89.7056268,Medium,High
66,69,2089649,444754,199120,166443,48791,20304,12484,7523,0,90.7720136,Medium,High
66,69,2339228,592596,136353,28237,273318,111710,59079,14743,0,91.688959,Medium,High
64,77,952662,100940,3520,60733,43592,15567,11924,2176,0,92.694847,Medium,High
64,77,754498,114489,39057,9716,24869,50077,27032,17175,0,93.692843,Medium,High
64,77,85682,85657,12519,11798,12432,11051,5598,8783,0,94.6784547,Medium,High
64,77,883310,61823,18963,28776,20922,8711,4214,1549,0,95.6921571,Medium,High
64,77,883310,61823,18963,28776,20922,8711,4214,1549,0,96.6933233,Medium,High
64,77,883310,61823,18963,28776,20922,8711,4214,1549,0,96.6934638,Medium,High
64,77,477926,20602,7382,4670,1707,1597,2275,551,0,96.6939389,Medium,High
70,78,2128928,370806,102115,69757,73390,111311,15665,11045,0,97.7409009,High,High
70,78,477583,6298,5324,1976,2182,2119,1738,366,0,98.6915771,High,High
69,77,1768450,138954,178999,38962,31077,38013,21972,12387,0,99.7038189,High,High
69,77,1768450,138954,178999,38962,31077,38013,21972,12387,52,99.8047782,High,High
69,77,1768450,138954,178999,38962,31077,38013,21972,12387,63,100.1730605,High,High
69,77,1768450,138954,178999,38962,31077,38013,21972,12387,77,100.6295851,High,High
60,66,622180,235448,37914,25012,31281,17323,10339,3191,0,100.6987862,Medium,Medium
60,66,622180,235448,37914,25012,31281,17323,10339,3191,57,100.9287463,Medium,Medium
60,66,622180,235448,37914,25012,31281,17323,10339,3191,49,101.1274213,Medium,Medium
63,50,1036434,480913,13443,42599,107981,75633,21069,4490,0,101.691989,Medium,Medium
56,54,1696596,102870,74053,12507,55717,17981,26350,3492,0,102.6922005,Medium,Medium
56,54,1696596,102870,74053,12507,55717,17981,26350,3492,51,102.724087,Medium,Medium
56,54,1696596,102870,74053,12507,55717,17981,26350,3492,89,103.4984099,Medium,Medium
74,41,557500,55729,33341,15572,41066,69245,7616,5741,0,103.6945858,High,Medium
74,41,557500,55729,33341,15572,41066,69245,7616,5741,59,103.9930878,High,Medium
74,41,557500,55729,33341,15572,41066,69245,7616,5741,110,104.6773009,High,Medium
88,50,748231,7345,4741,4466,5547,4533,4418,400,0,104.6783761,High,Medium
88,50,748231,7345,4741,4466,5547,4533,4418,400,76,104.8356547,High,Medium
88,50,748231,7345,4741,4466,5547,4533,4418,400,108,105.3211288,High,Medium
88,50,748231,7345,4741,4466,5547,4533,4418,400,60,105.6119443,High,Medium
81,63,1383895,135913,30532,20270,11614,12780,5037,3429,0,105.6777347,High,Medium
81,63,1383895,135913,30532,20270,11614,12780,5037,3429,64,106.2417251,High,Medium
81,63,1383895,135913,30532,20270,11614,12780,5037,3429,0,106.6789506,High,Medium
81,63,1383895,135913,30532,20270,11614,12780,5037,3429,0,106.6791651,High,Medium
87,54,1227601,827500,153600,85408,67619,196329,37205,29022,0,106.6794253,High,Medium
87,54,1227601,827500,153600,85408,67619,196329,37205,29022,48,107.5863372,High,Medium
87,54,185903,51385,23619,32610,6460,4726,1959,1113,0,107.6935794,High,Medium
70,61,1284428,157448,87267,37651,26801,48864,16843,7394,0,108.7284491,High,Medium
70,61,1327492,152384,52263,22605,25786,21823,6162,1880,0,109.6863166,High,Medium
60,56,613528,128010,32487,18970,30535,11591,6141,3915,0,110.6881079,Medium,Medium
60,56,435790,12696,8506,10339,6669,3601,722,351,0,111.6863704,Medium,Medium
60,56,435790,12696,8506,10339,6669,3601,722,351,85,112.4523765,Medium,Medium
60,56,435790,12696,8506,10339,6669,3601,722,351,78,112.6177425,Medium,Medium
66,48,1398572,212386,10008,28330,39095,34903,12696,3786,0,112.679284,Medium,Medium
66,48,1398572,212386,10008,28330,39095,34903,12696,3786,64,112.8759129,Medium,Medium
66,48,1398572,212386,10008,28330,39095,34903,12696,3786,41,113.5227275,Medium,Medium
50,48,2324155,481446,39331,91348,154297,18947,30347,20498,0,113.7189836,Medium,Medium
50,48,2324155,481446,39331,91348,154297,18947,30347,20498,57,113.8112074,Medium,Medium
50,48,2324155,481446,39331,91348,154297,18947,30347,20498,104,113.9735006,Medium,Medium
50,48,2324155,481446,39331,91348,154297,18947,30347,20498,158,114.5121062,Medium,Medium
44,38,2499506,1107195,75532,185693,187661,127897,71631,66836,0,114.6730283,Medium,Medium
44,38,2499506,1107195,75532,185693,187661,127897,71631,66836,72,114.8117087,Medium,Medium
44,38,2499506,1107195,75532,185693,187661,127897,71631,66836,161,115.0747033,Medium,Medium
44,38,2499506,1107195,75532,185693,187661,127897,71631,66836,82,115.3596561,Medium,Medium
44,38,389449,139082,40649,16713,8297,34402,6200,3044,0,115.7171845,Medium,Medium
44,38,389449,139082,40649,16713,8297,34402,6200,3044,241,115.7177364,Medium,Medium
44,38,389449,139082,40649,16713,8297,34402,6200,3044,0,116.6879032,Medium,Medium
44,38,389449,139082,40649,16713,8297,34402,6200,3044,0,116.6881328,Medium,Medium
44,38,1517155,389752,153959,39094,28764,43586,36401,4797,0,116.6885665,Medium,Medium
48,38,180071,10034,1919,2249,2591,1263,1126,416,0,117.6927867,Medium,Medium
48,56,333259,11352,14689,3540,2969,4177,2475,1289,0,118.6734372,Medium,Medium
48,56,333259,11352,14689,3540,2969,4177,2475,1289,94,119.08059,Medium,Medium
48,56,333259,11352,14689,3540,2969,4177,2475,1289,71,119.5071086,Medium,Medium
48,56,333259,11352,14689,3540,2969,4177,2475,1289,65,119.6397523,Medium,Medium
64,63,486336,241123,84296,62935,48271,60240,21036,8045,0,119.6761981,Medium,Medium
54,81,37174,23710,60029,14021,22717,9084,6522,3128,0,0.0069804999999991,Medium,High
40,69,587911,114017,40432,6945,2185,3290,1578,709,0,1.0225928,Medium,High
41,63,18585,52005,7238,46151,5065,12190,9342,3579,0,2.0583879,Medium,Medium
43,77,165784,27374,45358,8370,8309,7509,2937,2544,0,3.0317481,Medium,High
48,60,59957,45403,8853,7256,4049,12285,4166,4173,0,4.021309499999999,Medium,Medium
48,60,59957,45403,8853,7256,4049,12285,4166,4173,0,4.2509634,Medium,Medium
48,60,59957,45403,8853,7256,4049,12285,4166,4173,0,4.2514906,Medium,Medium
75,64,12713,21251,21206,2390,5802,13521,3502,1510,0,5.0073898,High,Medium
75,70,8401,2826,14085,16493,10967,3753,4020,3824,0,6.0222736,High,High
87,63,16897,8256,2264,9075,9897,6354,3045,2623,0,7.0189571,High,Medium
77,66,21636,26452,8829,3275,2899,2512,1621,1860,0,8.0064133,High,Medium
80,60,22447,11116,5046,2744,5102,9998,3565,1277,0,9.0353,High,Medium
90,50,6861,11016,10968,5266,7751,7433,1330,2703,0,10.0177779,High,Medium
83,56,25639,9256,2797,15280,5041,4625,2019,1404,0,11.0067485,High,Medium
100,54,12081,13344,4239,3675,3652,7893,5063,1879,0,12.0120055,High,Medium
94,67,27728,4921,5213,16585,4516,7492,3965,3009,0,13.0530056,High,High
90,69,9615,22389,9309,17297,5230,7366,2045,2270,0,14.005130799999998,High,High
90,69,9615,22389,9309,17297,5230,7366,2045,2270,0,14.2102397,High,High
90,69,9615,22389,9309,17297,5230,7366,2045,2270,0,14.2107349,High,High
91,57,8617,18282,2661,8408,7418,6625,1868,1037,0,15.0099395,High,Medium
81,57,15909,27662,4618,8353,7148,5165,3632,1641,0,16.0132926,High,Medium
78,44,60563,12069,2375,9424,20620,4114,3575,1723,0,17.0155812,High,Medium
74,53,44064,13826,2655,36368,7922,4517,4040,2192,0,18.0041028,High,Medium
67,44,52245,54960,7998,2710,11949,10017,4551,3460,0,19.0160396,High,Medium
77,54,513722,10418,8633,16564,5800,10734,3790,941,0,20.0314446,High,Medium
56,66,70517,60962,40845,29943,7718,3488,5970,2961,0,21.0086838,Medium,Medium
57,57,41297,27887,8205,21086,10564,5861,2959,2951,0,22.009306100000003,Medium,Medium
50,77,73977,36707,21127,26860,13348,4638,7505,2482,0,23.0284612,Medium,High
37,70,20727,78526,7577,39941,8882,10558,4017,2110,0,24.0228819,Medium,High
37,70,20727,78526,7577,39941,8882,10558,4017,2110,0,24.209353900000004,Medium,High
37,70,20727,78526,7577,39941,8882,10558,4017,2110,0,24.2094528,Medium,High
48,69,38078,26061,18173,24371,14745,5783,5003,1440,0,25.0203318,Medium,High
44,75,39088,30765,37264,10306,5529,5777,2462,4962,0,26.003951300000004,Medium,High
57,63,51242,44137,2590,15069,7349,13333,2397,3644,0,27.0295523,Medium,Medium
56,48,17519,104198,12683,1288,3899,8452,5439,1679,0,28.0186675,Medium,Medium
50,37,499583,86372,18950,8427,13197,4051,4694,1974,0,29.019595800000005,Medium,Medium
48,21,118512,57677,4193,15183,11559,5216,2951,2595,0,30.0185581,Medium,Low
50,35,36151,24781,2179,11400,4351,4031,4413,1683,0,32.017790000000005,Medium,Medium
67,29,17614,14001,3596,2074,15808,4458,3450,1776,0,33.0187751,High,Low
74,27,3180,22053,5596,1062,3489,3389,2218,877,0,34.0115445,High,Low
74,27,3180,22053,5596,1062,3489,3389,2218,877,0,34.19252,High,Low
74,27,3180,22053,5596,1062,3489,3389,2218,877,0,34.1926533,High,Low
83,26,15904,8871,5907,4163,19015,10616,3172,1435,0,35.0174126,High,Low
87,35,9626,14480,10970,8278,3752,5329,3223,2309,0,36.0097328,High,Medium
70,38,30579,89642,15278,9958,13054,5963,5371,3350,0,37.0130386,High,Medium
70,54,15530,32359,40127,40451,20588,11582,5302,1947,0,38.0505951,High,Medium
54,80,24108,10913,40184,35501,7142,8209,3905,3556,0,39.0181371,Medium,High
47,75,51897,55523,14177,22163,8347,5782,2054,2480,0,40.0186422,Medium,High
44,80,677886,135425,10382,17079,17797,9855,8556,1456,0,42.018571900000005,Medium,High
40,63,88174,71126,21688,36589,26739,7770,5327,2701,0,43.0214925,Medium,Medium
34,69,113219,69170,33353,45565,12811,5210,3710,3369,0,44.0307295,Medium,High
34,69,113219,69170,33353,45565,12811,5210,3710,3369,0,44.1973336,Medium,High
34,69,113219,69170,33353,45565,12811,5210,3710,3369,0,44.1976049,Medium,High
44,60,62821,14445,10840,28224,10117,10284,1985,1317,0,45.0186547,Medium,Medium
53,78,37041,19322,27746,11812,7011,9423,1824,2952,0,46.0018807,Medium,High
54,80,42156,38367,10027,26395,7423,5180,3048,1594,0,47.0186434,Medium,High
70,81,111160,15280,24447,6555,6659,9071,3179,1546,0,48.0287088,High,High
64,80,21177,34524,11122,35648,3214,7455,2416,1449,0,49.0118839,Medium,High
67,80,60673,28541,17581,41821,10320,19687,1339,3682,0,50.0071575,High,High
69,88,40881,20238,13133,40790,3358,6270,1985,1187,0,51.0213183,High,High
54,100,32060,9726,101647,19736,5451,5679,2317,2476,0,52.0235864,Medium,High
44,100,117970,44285,34670,29290,8691,3971,1227,1258,0,53.0098885,Medium,High
37,93,57783,33432,18466,18667,13925,6813,2324,1497,0,54.0383519,Medium,High
37,93,57783,33432,18466,18667,13925,6813,2324,1497,0,54.2335428,Medium,High
37,93,57783,33432,18466,18667,13925,6813,2324,1497,0,54.233642200000006,Medium,High
40,88,49964,23506,61428,2003,9456,9348,2353,2599,0,55.0074194,Medium,High
51,70,14829,25139,7765,33464,7420,9735,3157,1824,0,56.0550224,Medium,High
64,69,10787,27081,43074,5843,12935,10489,2429,2637,0,57.0234847,Medium,High
60,83,58008,12059,64848,14287,10688,5695,3290,3306,0,57.9999502,Medium,High
54,80,46691,53473,71496,5884,6999,8244,2171,2255,0,59.0045325,Medium,High
56,75,32846,27770,13487,11588,11302,7770,4530,2212,0,60.00537870000001,Medium,High
60,81,75183,4716,27567,5310,6022,6982,2286,1559,0,61.01866820000001,Medium,High
87,40,18651,12931,2233,3337,19018,9174,2221,1355,0,63.03734250000001,High,Medium
83,44,13429,22427,26635,11060,5765,6652,4069,1876,0,64.0295289,High,Medium
83,44,13429,22427,26635,11060,5765,6652,4069,1876,0,64.2096969,High,Medium
83,44,13429,22427,26635,11060,5765,6652,4069,1876,0,64.2099947,High,Medium
61,53,36718,64761,31379,7553,9661,2634,3844,2650,0,66.0178959,Medium,Medium
54,60,32088,43271,12455,4509,14887,13221,4015,1418,0,67.0144499,Medium,Medium
44,70,56337,16382,113291,9604,10506,6122,1231,3588,0,68.0150146,Medium,High
35,48,16374,87468,12395,6303,8326,3905,2455,1429,0,69.0226936,Medium,Medium
44,53,81725,31555,20575,19976,8786,6049,2745,1204,0,70.01405510000001,Medium,Medium
47,61,29137,38485,34573,3233,5082,16867,5350,2418,0,71.0162684,Medium,Medium
44,38,601829,57633,12546,5624,1552,2631,3914,2460,0,72.0274491,Medium,Medium
53,50,100382,35773,22979,13713,7738,7306,2140,2257,0,73.0011744,Medium,Medium
41,40,194046,132925,33665,6500,7518,3586,2707,2472,0,74.0459224,Medium,Medium
41,40,194046,132925,33665,6500,7518,3586,2707,2472,0,74.19909630000001,Medium,Medium
41,40,194046,132925,33665,6500,7518,3586,2707,2472,0,74.19919180000001,Medium,Medium
30,51,32723,8687,55625,26860,20581,7369,2482,2184,0,75.019827,Low,Medium
38,63,14424,50644,64230,15012,11438,9021,3937,1536,0,76.0154536,Medium,Medium
40,61,4852,21991,1541,20205,7898,5125,5007,2128,0,77.020891,Medium,Medium
57,75,20755,10690,21190,7178,8165,5696,3737,893,0,78.0039913,Medium,High
78,69,57882,19293,26142,6556,9800,9708,3994,1853,0,80.0121529,High,High
75,80,31868,21341,13621,45814,5995,6177,2841,1500,0,81.0686571,High,High
78,75,18525,13077,9973,6668,4878,6869,2609,1839,0,82.0029698,High,High
69,67,789056,49183,66156,15771,38779,13869,7302,3068,0,83.0212559,High,High
69,67,789056,49183,66156,15771,38779,13869,7302,3068,55,83.3191332,High,High
69,67,789056,49183,66156,15771,38779,13869,7302,3068,85,83.41662840000001,High,High
69,67,789056,49183,66156,15771,38779,13869,7302,3068,130,83.8076507,High,High
60,57,666286,260840,63893,6562,4585,25014,31070,7069,0,84.0174147,Medium,Medium
60,57,666286,260840,63893,6562,4585,25014,31070,7069,73,84.20656460000001,Medium,Medium
60,57,666286,260840,63893,6562,4585,25014,31070,7069,0,84.20704,Medium,Medium
60,57,666286,260840,63893,6562,4585,25014,31070,7069,0,84.2073103,Medium,Medium
60,57,666286,260840,63893,6562,4585,25014,31070,7069,235,84.8522814,Medium,Medium
78,43,1168340,10121,7888,15028,35231,19028,1018,1642,0,85.0126965,High,Medium
78,43,2169787,979554,150818,43167,122796,178064,29401,46532,0,86.0254857,High,Medium
78,43,966698,777882,1988736,518911,792327,355752,102189,40805,0,87.01753120000001,High,Medium
78,43,1308646,711321,901840,81836,508270,389571,208091,27504,0,88.0395153,High,Medium
78,43,306075,25681,29125,23063,82331,28053,18606,5077,0,89.0145176,High,Medium
78,43,627219,64157,8978,9053,13436,11200,2852,747,0,90.0287505,High,Medium
78,43,748366,261820,58362,51206,113268,72041,22118,19073,0,91.0048177,High,Medium
78,43,478672,2301326,555344,1299757,743590,618901,147349,119362,0,92.0278999,High,Medium
78,43,913816,36996,8083,6415,9613,11767,1584,1378,0,93.0224927,High,Medium
78,43,678332,38540,4080,5452,15015,19569,6537,3254,0,94.0173622,High,Medium
78,43,678332,38540,4080,5452,15015,19569,6537,3254,0,94.1850972,High,Medium
78,43,678332,38540,4080,5452,15015,19569,6537,3254,0,94.1853124,High,Medium
84,44,156578,150962,245617,156339,116334,111187,37346,7325,0,95.0127615,High,Medium
84,44,439324,22143,16205,2859,3686,2229,1128,741,0,96.0311782,High,Medium
84,44,962078,295441,87739,124474,326994,162955,34215,20323,0,97.0068154,High,Medium
100,50,1683144,796063,357662,413561,282072,597425,109102,9073,0,98.0055108,High,Medium
100,50,114177,41195,16424,8542,8852,4647,669,558,0,99.0824919,High,Medium
100,50,114177,41195,16424,8542,8852,4647,669,558,168,99.4127317,High,Medium
100,50,114177,41195,16424,8542,8852,4647,669,558,184,99.6780181,High,Medium
94,56,135560,3940,4227,6045,6671,3802,808,688,0,100.0282601,High,Medium
94,56,135560,3940,4227,6045,6671,3802,808,688,220,100.3501663,High,Medium
94,56,135560,3940,4227,6045,6671,3802,808,688,245,100.7816774,High,Medium
94,56,294954,51051,33559,27862,60635,30361,5427,328,0,101.0310844,High,Medium
94,56,740849,47772,19802,34139,7683,14136,1244,557,0,102.027206,High,Medium
97,47,673199,138058,34100,5974,17300,51487,6253,1549,0,103.0182083,High,Medium
97,47,673199,138058,34100,5974,17300,51487,6253,1549,197,103.3851587,High,Medium
97,47,673199,138058,34100,5974,17300,51487,6253,1549,59,103.9312358,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,0,104.0015721,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,187,104.0666153,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,0,104.1999413,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,0,104.2004106,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,39,104.2600974,High,Medium
97,47,499430,296373,103278,7090,121956,68301,11273,5210,175,104.6055204,High,Medium
97,47,256968,58962,8465,9994,34554,17243,1661,550,0,105.0182484,High,Medium
100,40,93013,39239,7215,29666,16485,25056,10551,2583,0,106.0782868,High,Medium
100,40,167588,40734,12134,6160,8431,5430,1787,1327,0,107.0038725,High,Medium
100,40,206705,63779,17715,1096,38378,5692,8386,2742,0,108.0216471,High,Medium
100,40,2394228,546336,141378,31748,310938,199436,94151,19979,0,109.0031769,High,Medium
100,40,339776,162170,49664,162861,415912,307270,5275,85877,0,109.9994042,High,Medium
90,38,943818,527977,261090,79112,165722,95032,30591,12598,0,111.0401962,High,Medium
90,38,456597,36250,17785,2638,9098,18042,23577,8013,0,112.0295566,High,Medium
81,21,338794,1385095,136656,65975,149401,203704,6887,20267,0,113.0239875,High,Low
81,21,3183549,1138964,194752,55287,795380,319972,32866,44169,0,114.0302754,High,Low
81,21,3183549,1138964,194752,55287,795380,319972,32866,44169,0,114.1928634,High,Low
81,21,3183549,1138964,194752,55287,795380,319972,32866,44169,0,114.193104,High,Low
81,21,858795,964357,82984,182512,202357,103151,19632,26996,0,115.0123606,High,Low
81,21,655971,40128,15430,54825,19446,10064,1980,2070,0,116.0266602,High,Low
81,21,1502975,778089,396846,232255,76573,141446,49168,22493,0,117.0261269,High,Low
64,35,90054,24400,21773,10266,15585,2582,1728,585,0,118.0278608,Medium,Medium
64,35,90054,24400,21773,10266,15585,2582,1728,585,188,118.2368988,Medium,Medium
64,35,90054,24400,21773,10266,15585,2582,1728,585,92,118.6419537,Medium,Medium
64,35,90054,24400,21773,10266,15585,2582,1728,585,41,118.9108763,Medium,Medium
60,34,10932,27759,7922,12355,5415,8586,1642,498,0,119.0109547,Medium,Medium
60,34,10932,27759,7922,12355,5415,8586,1642,498,166,119.9275439,Medium,Medium
51,21,53911,102895,24470,14073,9401,29026,8988,2841,0,0.4455274000000031,Medium,Low
44,14,305456,128570,32019,8330,36860,10205,5392,3792,0,1.4089760000000098,Medium,Low
50,20,257079,20158,2822,1613,2188,1663,599,222,0,2.417582700000011,Medium,Low
50,20,257079,20158,2822,1613,2188,1663,599,222,41,3.0069645000000094,Medium,Low
41,17,402733,193660,29347,16492,21632,16602,16933,5124,0,3.396911000000003,Medium,Low
63,40,17056,11444,5766,13542,5176,6486,3117,3061,0,6.4067881,Medium,Medium
67,50,10119,17737,14128,6007,17933,5171,2791,3288,0,7.404663900000003,High,Medium
77,50,17526,26313,10109,5030,7782,9458,4888,1694,0,8.399087000000009,High,Medium
77,50,17526,26313,10109,5030,7782,9458,4888,1694,0,8.807431600000001,High,Medium
77,50,17526,26313,10109,5030,7782,9458,4888,1694,0,8.807980200000003,High,Medium
69,60,8527,5624,9175,13620,5488,5481,4606,982,0,9.407026700000005,High,Medium
66,60,6583,13825,20237,4901,9121,6074,2134,782,0,10.40669100000001,Medium,Medium
66,63,11659,19732,7917,12909,6628,4865,3764,1753,0,11.39781760000001,Medium,Medium
67,63,5195,13296,4843,3678,5467,6121,4712,3139,0,12.414973400000008,High,Medium
67,60,18637,5530,12069,3238,5913,4588,3795,2220,0,13.441935300000011,High,Medium
75,56,1550,7998,9058,3568,6342,5934,1186,2466,0,14.397959,High,Medium
75,57,3267,12686,13483,1321,5650,3670,3525,1386,0,15.405522200000007,High,Medium
78,67,10350,8118,21142,4171,1451,13502,2830,2927,0,16.40768410000001,High,High
81,61,8293,13503,6347,3019,4158,6676,4573,1209,0,17.419003000000004,High,Medium
81,53,9155,14632,364,6614,3349,5137,3946,1790,0,18.442747300000008,High,Medium
81,53,9155,14632,364,6614,3349,5137,3946,1790,0,18.808108100000013,High,Medium
81,53,9155,14632,364,6614,3349,5137,3946,1790,0,18.808603000000005,High,Medium
